"scientific_name","common_name","order","family","status_AFR","status_ASI","status_AUS","status_CA","status_CAM","status_CAR","status_EUR","status_hol","status_MID","status_NAM","status_NaN","status_nea","status_oaq","status_oat","status_OCE","status_oin","status_opa","status_PAC","status_pal","status_SAM","status_TT","status_US48","status_USak","status_UShi","status_XX","regions"
"Artemisiospiza nevadensis","Sagebrush Sparrow","PASSERIFORMES","Passerellidae",NA,NA,NA,"Rare/Accidental","",NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Endemic",NA,NA,NA,"CA; CAM; hol; NAM; nea; US48"
"Artemisiospiza belli","Bell's Sparrow","PASSERIFORMES","Passerellidae",NA,NA,NA,"Rare/Accidental","",NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"CA; CAM; hol; NAM; nea; US48"
"Pooecetes gramineus","Vesper Sparrow","PASSERIFORMES","Passerellidae",NA,NA,NA,"","","Rare/Accidental",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Rare/Accidental",NA,NA,"CA; CAM; CAR; hol; NAM; nea; US48; USak"
"Ammospiza leconteii","LeConte's Sparrow","PASSERIFORMES","Passerellidae",NA,NA,NA,"","","Rare/Accidental",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Rare/Accidental",NA,NA,"CA; CAM; CAR; hol; NAM; nea; US48; USak"
"Ammospiza maritima","Seaside Sparrow","PASSERIFORMES","Passerellidae",NA,NA,NA,"Rare/Accidental","",NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Endemic",NA,NA,NA,"CA; CAM; hol; NAM; nea; US48"
"Ammospiza nelsoni","Nelson's Sparrow","PASSERIFORMES","Passerellidae",NA,NA,NA,"","","Rare/Accidental",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"CA; CAM; CAR; hol; NAM; nea; US48"
"Ammospiza caudacuta","Saltmarsh Sparrow","PASSERIFORMES","Passerellidae",NA,NA,NA,"Rare/Accidental Endangered","Rare/Accidental Endangered","Rare/Accidental Endangered",NA,"Endangered",NA,"Endangered",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Endangered",NA,NA,NA,"CA; CAM; CAR; hol; NAM; nea; US48"
"Centronyx bairdii","Baird's Sparrow","PASSERIFORMES","Passerellidae",NA,NA,NA,"","",NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"CA; CAM; hol; NAM; nea; US48"
"Centronyx henslowii","Henslow's Sparrow","PASSERIFORMES","Passerellidae",NA,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"CA; hol; NAM; nea; US48"
"Melospiza lincolnii","Lincoln's Sparrow","PASSERIFORMES","Passerellidae",NA,NA,NA,"","","","Rare/Accidental","",NA,"",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"Rare/Accidental","Rare/Accidental",NA,"","",NA,NA,"CA; CAM; CAR; EUR; hol; NAM; nea; pal; SAM; US48; USak"
"Pipilo chlorurus","Green-tailed Towhee","PASSERIFORMES","Passerellidae",NA,NA,NA,"Rare/Accidental","","Rare/Accidental",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Breeding endemic",NA,NA,NA,"CA; CAM; CAR; hol; NAM; nea; US48"
"Pipilo maculatus","Spotted Towhee","PASSERIFORMES","Passerellidae",NA,NA,NA,"","",NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Rare/Accidental",NA,NA,"CA; CAM; hol; NAM; nea; US48; USak"
"Pipilo erythrophthalmus","Eastern Towhee","PASSERIFORMES","Passerellidae",NA,NA,NA,"",NA,"Rare/Accidental","Rare/Accidental","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"Rare/Accidental",NA,NA,"",NA,NA,NA,"CA; CAR; EUR; hol; NAM; nea; pal; US48"
"Icteria virens","Yellow-breasted Chat","PASSERIFORMES","Icteriidae",NA,NA,NA,"","","","Rare/Accidental","",NA,"",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"Rare/Accidental",NA,NA,"",NA,NA,NA,"CA; CAM; CAR; EUR; hol; NAM; nea; pal; US48"
"Xanthocephalus xanthocephalus","Yellow-headed Blackbird","PASSERIFORMES","Icteridae",NA,NA,NA,"","","","Rare/Accidental","",NA,"",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"Rare/Accidental","Rare/Accidental",NA,"","Rare/Accidental",NA,NA,"CA; CAM; CAR; EUR; hol; NAM; nea; pal; SAM; US48; USak"
"Sturnella magna","Eastern Meadowlark","PASSERIFORMES","Icteridae",NA,NA,NA,"","","",NA,"",NA,"","","",NA,NA,NA,NA,NA,NA,NA,"Rare/Accidental",NA,"",NA,"Introduced species",NA,"CA; CAM; CAR; hol; NAM; NaN; nea; SAM; US48; UShi"
"Icterus spurius","Orchard Oriole","PASSERIFORMES","Icteridae",NA,NA,NA,"","","",NA,"",NA,"","Rare/Accidental","",NA,NA,NA,NA,NA,NA,NA,"","Rare/Accidental","","Rare/Accidental",NA,NA,"CA; CAM; CAR; hol; NAM; NaN; nea; SAM; TT; US48; USak"
"Icterus cucullatus","Hooded Oriole","PASSERIFORMES","Icteridae",NA,NA,NA,"Rare/Accidental","","Rare/Accidental",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Rare/Accidental",NA,NA,"CA; CAM; CAR; hol; NAM; nea; US48; USak"
"Icterus bullockii","Bullock's Oriole","PASSERIFORMES","Icteridae",NA,NA,NA,"","","Rare/Accidental",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"","Rare/Accidental",NA,NA,"CA; CAM; CAR; hol; NAM; nea; SAM; US48; USak"
"Icterus galbula","Baltimore Oriole","PASSERIFORMES","Icteridae",NA,NA,NA,"","","","Rare/Accidental","",NA,"","","Rare/Accidental",NA,NA,NA,NA,NA,NA,"Rare/Accidental","","Rare/Accidental","",NA,NA,"","CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; TT; US48; XX"
"Icterus parisorum","Scott's Oriole","PASSERIFORMES","Icteridae",NA,NA,NA,"Rare/Accidental","",NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"CA; CAM; hol; NAM; nea; US48"
"Agelaius phoeniceus","Red-winged Blackbird","PASSERIFORMES","Icteridae",NA,NA,NA,"","","","Rare/Accidental","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"Rare/Accidental","","Rare/Accidental","","",NA,NA,"CA; CAM; CAR; EUR; hol; NAM; nea; pal; SAM; TT; US48; USak"
"Molothrus bonariensis","Shiny Cowbird","PASSERIFORMES","Icteridae",NA,NA,NA,"Rare/Accidental","","",NA,"",NA,"","","",NA,NA,NA,NA,NA,NA,NA,"","","Rare/Accidental",NA,NA,NA,"CA; CAM; CAR; hol; NAM; NaN; nea; SAM; TT; US48"
"Molothrus aeneus","Bronzed Cowbird","PASSERIFORMES","Icteridae",NA,NA,NA,"Rare/Accidental","",NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"CA; CAM; hol; NAM; NaN; nea; SAM; US48"
"Euphagus cyanocephalus","Brewer's Blackbird","PASSERIFORMES","Icteridae",NA,NA,NA,"","",NA,"Uncertain origin","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,"Uncertain origin",NA,NA,"","Rare/Accidental",NA,NA,"CA; CAM; EUR; hol; NAM; nea; pal; US48; USak"
"Quiscalus quiscula","Common Grackle","PASSERIFORMES","Icteridae",NA,NA,NA,"Near-threatened","Rare/Accidental Near-threatened","Rare/Accidental Near-threatened","Rare/Accidental Near-threatened","Near-threatened",NA,"Near-threatened",NA,"Near-threatened",NA,NA,NA,NA,NA,NA,"Rare/Accidental Near-threatened",NA,NA,"Near-threatened","Rare/Accidental Near-threatened",NA,NA,"CA; CAM; CAR; EUR; hol; NAM; nea; pal; US48; USak"
"Quiscalus mexicanus","Great-tailed Grackle","PASSERIFORMES","Icteridae",NA,NA,NA,"Rare/Accidental","","Rare/Accidental",NA,"",NA,"","","",NA,NA,NA,NA,NA,NA,NA,"","Rare/Accidental","",NA,"Rare/Accidental",NA,"CA; CAM; CAR; hol; NAM; NaN; nea; SAM; TT; US48; UShi"
"Seiurus aurocapilla","Ovenbird","PASSERIFORMES","Parulidae",NA,NA,NA,"","","","Rare/Accidental","",NA,"","","Rare/Accidental",NA,NA,"",NA,NA,"","Rare/Accidental","","Rare/Accidental","","Rare/Accidental",NA,"","CA; CAM; CAR; EUR; hol; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; XX"
"Helmitheros vermivorum","Worm-eating Warbler","PASSERIFORMES","Parulidae",NA,NA,NA,"Rare/Accidental","","",NA,"",NA,"","","",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,"CA; CAM; CAR; hol; NAM; NaN; nea; SAM; US48"
"Parkesia motacilla","Louisiana Waterthrush","PASSERIFORMES","Parulidae",NA,NA,NA,"","","","Rare/Accidental","",NA,"","","Rare/Accidental",NA,NA,"",NA,NA,"","Rare/Accidental","",NA,"",NA,NA,NA,"CA; CAM; CAR; EUR; hol; NAM; NaN; nea; OCE; PAC; pal; SAM; US48"
"Vermivora chrysoptera","Golden-winged Warbler","PASSERIFORMES","Parulidae",NA,NA,NA,"Near-threatened","Near-threatened","Near-threatened","Rare/Accidental Near-threatened","Near-threatened",NA,"Near-threatened","Rare/Accidental Near-threatened","Rare/Accidental Near-threatened",NA,NA,NA,NA,NA,NA,"Rare/Accidental Near-threatened","Near-threatened","Rare/Accidental Near-threatened","Near-threatened",NA,NA,NA,"CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; TT; US48"
"Vermivora cyanoptera","Blue-winged Warbler","PASSERIFORMES","Parulidae",NA,NA,NA,"","","","Rare/Accidental","",NA,"","Rare/Accidental","",NA,NA,NA,NA,NA,NA,"Rare/Accidental","",NA,"",NA,NA,NA,"CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; US48"
"Protonotaria citrea","Prothonotary Warbler","PASSERIFORMES","Parulidae",NA,NA,NA,"","","","Rare/Accidental","",NA,"","","",NA,NA,NA,NA,NA,NA,"Rare/Accidental","","","",NA,NA,"Rare/Accidental","CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; TT; US48; XX"
"Limnothlypis swainsonii","Swainson's Warbler","PASSERIFORMES","Parulidae",NA,NA,NA,"Rare/Accidental","","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"Rare/Accidental",NA,"Breeding endemic",NA,NA,NA,"CA; CAM; CAR; hol; NAM; nea; SAM; US48"
"Leiothlypis peregrina","Tennessee Warbler","PASSERIFORMES","Parulidae",NA,NA,NA,"","","","Rare/Accidental","",NA,"","","Rare/Accidental",NA,NA,NA,NA,NA,NA,"Rare/Accidental","","Rare/Accidental","","Rare/Accidental",NA,"Rare/Accidental","CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; TT; US48; USak; XX"
"Leiothlypis luciae","Lucy's Warbler","PASSERIFORMES","Parulidae",NA,NA,NA,"Rare/Accidental","",NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Rare/Accidental",NA,NA,"CA; CAM; hol; NAM; nea; US48; USak"
"Leiothlypis ruficapilla","Nashville Warbler","PASSERIFORMES","Parulidae",NA,NA,NA,"","","Rare/Accidental","Rare/Accidental","",NA,"","Rare/Accidental","Rare/Accidental",NA,NA,"",NA,NA,"","Rare/Accidental","",NA,"","Rare/Accidental",NA,"","CA; CAM; CAR; EUR; hol; NAM; NaN; nea; OCE; PAC; pal; SAM; US48; USak; XX"
"Leiothlypis virginiae","Virginia's Warbler","PASSERIFORMES","Parulidae",NA,NA,NA,"Rare/Accidental","","Rare/Accidental",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Breeding endemic",NA,NA,NA,"CA; CAM; CAR; hol; NAM; nea; US48"
"Oporornis agilis","Connecticut Warbler","PASSERIFORMES","Parulidae",NA,NA,NA,"","","","Rare/Accidental","",NA,"","","",NA,NA,NA,NA,NA,NA,"Rare/Accidental","",NA,"",NA,NA,"Rare/Accidental","CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; US48; XX"
"Geothlypis tolmiei","MacGillivray's Warbler","PASSERIFORMES","Parulidae",NA,NA,NA,"","","Rare/Accidental",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"CA; CAM; CAR; hol; NAM; nea; US48; USak"
"Geothlypis philadelphia","Mourning Warbler","PASSERIFORMES","Parulidae",NA,NA,NA,"","","Rare/Accidental","Rare/Accidental","",NA,"","Rare/Accidental","Rare/Accidental",NA,NA,"",NA,NA,"","Rare/Accidental","",NA,"","Rare/Accidental",NA,NA,"CA; CAM; CAR; EUR; hol; NAM; NaN; nea; OCE; PAC; pal; SAM; US48; USak"
"Geothlypis formosa","Kentucky Warbler","PASSERIFORMES","Parulidae",NA,NA,NA,"Rare/Accidental","","",NA,"",NA,"","","",NA,NA,NA,NA,NA,NA,NA,"","Rare/Accidental","Breeding endemic",NA,NA,NA,"CA; CAM; CAR; hol; NAM; NaN; nea; SAM; TT; US48"
"Setophaga citrina","Hooded Warbler","PASSERIFORMES","Parulidae",NA,NA,NA,"","","","Rare/Accidental","",NA,"","","",NA,NA,NA,NA,NA,NA,"Rare/Accidental","","Rare/Accidental","",NA,NA,"Rare/Accidental","CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; TT; US48; XX"
"Setophaga kirtlandii","Kirtland's Warbler","PASSERIFORMES","Parulidae",NA,NA,NA,"Rare/Accidental Near-threatened",NA,"Near-threatened",NA,"Near-threatened",NA,"Near-threatened",NA,"Near-threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Near-threatened",NA,NA,NA,"CA; CAR; hol; NAM; nea; US48"
"Setophaga tigrina","Cape May Warbler","PASSERIFORMES","Parulidae",NA,NA,NA,"","","","Rare/Accidental","",NA,"","Rare/Accidental","",NA,NA,"",NA,NA,"","Rare/Accidental","","Rare/Accidental","","Rare/Accidental",NA,"","CA; CAM; CAR; EUR; hol; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; XX"
"Setophaga cerulea","Cerulean Warbler","PASSERIFORMES","Parulidae",NA,NA,NA,"Near-threatened","Near-threatened","Rare/Accidental Near-threatened","Rare/Accidental Near-threatened","Near-threatened",NA,"Near-threatened","Near-threatened","Near-threatened",NA,NA,NA,NA,NA,NA,"Rare/Accidental Near-threatened","Near-threatened","Rare/Accidental Near-threatened","Near-threatened",NA,NA,NA,"CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; TT; US48"
"Setophaga americana","Northern Parula","PASSERIFORMES","Parulidae",NA,NA,NA,"","","Rare/Accidental","Rare/Accidental","",NA,"","","Rare/Accidental",NA,NA,"",NA,NA,"","Rare/Accidental","","Rare/Accidental","","Rare/Accidental",NA,"","CA; CAM; CAR; EUR; hol; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; XX"
"Setophaga magnolia","Magnolia Warbler","PASSERIFORMES","Parulidae",NA,NA,NA,"","","","Rare/Accidental","",NA,"","Rare/Accidental","Rare/Accidental",NA,NA,NA,NA,NA,NA,"Rare/Accidental","","Rare/Accidental","","Rare/Accidental",NA,NA,"CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; TT; US48; USak"
"Setophaga castanea","Bay-breasted Warbler","PASSERIFORMES","Parulidae",NA,NA,NA,"","","","Rare/Accidental","",NA,"","Rare/Accidental","Rare/Accidental",NA,NA,NA,NA,NA,NA,"Rare/Accidental","","Rare/Accidental","","Rare/Accidental",NA,NA,"CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; TT; US48; USak"
"Setophaga fusca","Blackburnian Warbler","PASSERIFORMES","Parulidae",NA,NA,NA,"","","","Rare/Accidental","",NA,"","","Rare/Accidental",NA,NA,NA,NA,NA,NA,"Rare/Accidental","","Rare/Accidental","","Rare/Accidental",NA,NA,"CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; TT; US48; USak"
"Setophaga pensylvanica","Chestnut-sided Warbler","PASSERIFORMES","Parulidae",NA,NA,NA,"","","","Rare/Accidental","",NA,"","","Rare/Accidental",NA,NA,NA,NA,NA,NA,"Rare/Accidental","","Rare/Accidental","","Rare/Accidental",NA,NA,"CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; TT; US48; USak"
"Setophaga caerulescens","Black-throated Blue Warbler","PASSERIFORMES","Parulidae",NA,NA,NA,"","","","Rare/Accidental","",NA,"","","Rare/Accidental",NA,NA,"",NA,NA,"","Rare/Accidental","","Rare/Accidental","","Rare/Accidental",NA,NA,"CA; CAM; CAR; EUR; hol; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak"
"Setophaga palmarum","Palm Warbler","PASSERIFORMES","Parulidae",NA,NA,NA,"","","","Rare/Accidental","",NA,"","Rare/Accidental","",NA,NA,"",NA,NA,"","Rare/Accidental","",NA,"","Rare/Accidental",NA,"","CA; CAM; CAR; EUR; hol; NAM; NaN; nea; OCE; PAC; pal; SAM; US48; USak; XX"
"Setophaga pinus","Pine Warbler","PASSERIFORMES","Parulidae",NA,NA,NA,"","","","Rare/Accidental","",NA,"",NA,"Rare/Accidental",NA,NA,"",NA,NA,"","Rare/Accidental","",NA,"",NA,NA,NA,"CA; CAM; CAR; EUR; hol; NAM; nea; OCE; PAC; pal; SAM; US48"
"Setophaga dominica","Yellow-throated Warbler","PASSERIFORMES","Parulidae",NA,NA,NA,"Rare/Accidental","","","Rare/Accidental","",NA,"","Rare/Accidental","",NA,NA,NA,NA,NA,NA,"Rare/Accidental","",NA,"","Rare/Accidental",NA,"Rare/Accidental","CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; US48; USak; XX"
"Setophaga discolor","Prairie Warbler","PASSERIFORMES","Parulidae",NA,NA,NA,"","","","Rare/Accidental","",NA,"","","",NA,NA,"",NA,NA,"","Rare/Accidental","","Rare/Accidental","","Rare/Accidental",NA,"","CA; CAM; CAR; EUR; hol; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; XX"
"Setophaga graciae","Grace's Warbler","PASSERIFORMES","Parulidae",NA,NA,NA,"Rare/Accidental","",NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"CA; CAM; hol; NAM; nea; US48"
"Setophaga nigrescens","Black-throated Gray Warbler","PASSERIFORMES","Parulidae",NA,NA,NA,"","","Rare/Accidental",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Rare/Accidental",NA,NA,"CA; CAM; CAR; hol; NAM; nea; US48; USak"
"Setophaga townsendi","Townsend's Warbler","PASSERIFORMES","Parulidae",NA,NA,NA,"","","Rare/Accidental",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,"CA; CAM; CAR; hol; NAM; nea; SAM; US48; USak"
"Setophaga occidentalis","Hermit Warbler","PASSERIFORMES","Parulidae",NA,NA,NA,"Rare/Accidental","",NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Breeding endemic",NA,NA,NA,"CA; CAM; hol; NAM; nea; US48"
"Setophaga virens","Black-throated Green Warbler","PASSERIFORMES","Parulidae",NA,NA,NA,"","","","Rare/Accidental","",NA,"","","Rare/Accidental",NA,NA,NA,NA,NA,NA,"Rare/Accidental","","Rare/Accidental","","Rare/Accidental",NA,"","CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; TT; US48; USak; XX"
"Cardellina canadensis","Canada Warbler","PASSERIFORMES","Parulidae",NA,NA,NA,"","","","Rare/Accidental","",NA,"","","Rare/Accidental",NA,NA,NA,NA,NA,NA,"Rare/Accidental","","Rare/Accidental","","Rare/Accidental",NA,NA,"CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; TT; US48; USak"
"Myioborus pictus","Painted Redstart","PASSERIFORMES","Parulidae",NA,NA,NA,"Rare/Accidental","",NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"CA; CAM; hol; NAM; nea; US48"
"Piranga flava","Hepatic Tanager","PASSERIFORMES","Cardinalidae",NA,NA,NA,"Rare/Accidental","",NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"CA; CAM; hol; NAM; nea; SAM; TT; US48"
"Piranga rubra","Summer Tanager","PASSERIFORMES","Cardinalidae",NA,NA,NA,"Rare/Accidental","","","Rare/Accidental","",NA,"","Rare/Accidental","",NA,NA,NA,NA,NA,NA,"Rare/Accidental","","","",NA,NA,NA,"CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; TT; US48"
"Piranga olivacea","Scarlet Tanager","PASSERIFORMES","Cardinalidae",NA,NA,NA,"","","","Rare/Accidental","",NA,"","","",NA,NA,NA,NA,NA,NA,"Rare/Accidental","","Rare/Accidental","","Rare/Accidental",NA,NA,"CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; TT; US48; USak"
"Piranga ludoviciana","Western Tanager","PASSERIFORMES","Cardinalidae",NA,NA,NA,"","","Rare/Accidental",NA,"",NA,"","Rare/Accidental","",NA,NA,NA,NA,NA,NA,NA,"Rare/Accidental",NA,"","",NA,NA,"CA; CAM; CAR; hol; NAM; NaN; nea; SAM; US48; USak"
"Cardinalis cardinalis","Northern Cardinal","PASSERIFORMES","Cardinalidae",NA,NA,NA,"","","Rare/Accidental",NA,"",NA,"",NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,"",NA,"Introduced species",NA,"CA; CAM; CAR; hol; NAM; nea; OCE; PAC; US48; UShi"
"Cardinalis sinuatus","Pyrrhuloxia","PASSERIFORMES","Cardinalidae",NA,NA,NA,"Rare/Accidental","",NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"CA; CAM; hol; NAM; nea; US48"
"Pheucticus ludovicianus","Rose-breasted Grosbeak","PASSERIFORMES","Cardinalidae",NA,NA,NA,"","","","Rare/Accidental","",NA,"","","Rare/Accidental",NA,NA,NA,NA,NA,NA,"Rare/Accidental","","Rare/Accidental","","Rare/Accidental",NA,NA,"CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; TT; US48; USak"
"Pheucticus melanocephalus","Black-headed Grosbeak","PASSERIFORMES","Cardinalidae",NA,NA,NA,"","",NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,NA,NA,"Rare/Accidental",NA,"","Rare/Accidental",NA,NA,"CA; CAM; hol; NAM; NaN; nea; SAM; US48; USak"
"Passerina caerulea","Blue Grosbeak","PASSERIFORMES","Cardinalidae",NA,NA,NA,"Rare/Accidental","","","Rare/Accidental","",NA,"","Rare/Accidental","",NA,NA,NA,NA,NA,NA,"Rare/Accidental","",NA,"","Rare/Accidental",NA,NA,"CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; US48; USak"
"Passerina amoena","Lazuli Bunting","PASSERIFORMES","Cardinalidae",NA,NA,NA,"","","Rare/Accidental",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Rare/Accidental",NA,NA,"CA; CAM; CAR; hol; NAM; nea; US48; USak"
"Passerina versicolor","Varied Bunting","PASSERIFORMES","Cardinalidae",NA,NA,NA,"Rare/Accidental","",NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"CA; CAM; hol; NAM; nea; US48"
"Passerina ciris","Painted Bunting","PASSERIFORMES","Cardinalidae",NA,NA,NA,"Rare/Accidental","","",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"Rare/Accidental",NA,"",NA,NA,NA,"CA; CAM; CAR; hol; NAM; nea; SAM; US48"
"Spiza americana","Dickcissel","PASSERIFORMES","Cardinalidae",NA,NA,NA,"","","","Rare/Accidental","",NA,"","","",NA,NA,NA,NA,NA,NA,"Rare/Accidental","","","","Rare/Accidental",NA,"Rare/Accidental","CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; TT; US48; USak; XX"
"Sporophila bouvronides","Lesson's Seedeater","PASSERIFORMES","Thraupidae",NA,NA,NA,"Uncertain origin","Rare/Accidental",NA,NA,"",NA,"","Rare/Accidental","",NA,NA,NA,NA,NA,NA,NA,"","Rare/Accidental",NA,NA,NA,NA,"CA; CAM; hol; NAM; NaN; nea; SAM; TT"
"Anas diazi","Mexican Duck","ANSERIFORMES","Anatidae",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"CAM; hol; NAM; nea; US48"
"Anas bahamensis","White-cheeked Pintail","ANSERIFORMES","Anatidae",NA,NA,NA,NA,"Rare/Accidental","",NA,"",NA,"","","",NA,NA,NA,NA,NA,NA,NA,"","","Rare/Accidental",NA,NA,NA,"CAM; CAR; hol; NAM; NaN; nea; SAM; TT; US48"
"Nomonyx dominicus","Masked Duck","ANSERIFORMES","Anatidae",NA,NA,NA,NA,"","",NA,"",NA,"","","",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"CAM; CAR; hol; NAM; NaN; nea; SAM; TT; US48"
"Ortalis vetula","Plain Chachalaca","GALLIFORMES","Cracidae",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"CAM; hol; NAM; nea; US48"
"Callipepla squamata","Scaled Quail","GALLIFORMES","Odontophoridae",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"CAM; hol; NAM; nea; US48"
"Callipepla douglasii","Elegant Quail","GALLIFORMES","Odontophoridae",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uncertain origin",NA,NA,NA,"CAM; hol; NAM; nea; US48"
"Callipepla gambelii","Gambel's Quail","GALLIFORMES","Odontophoridae",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,"",NA,NA,"Introduced species",NA,NA,"Introduced species",NA,NA,NA,"",NA,"Introduced species",NA,"CAM; hol; NAM; nea; OCE; PAC; US48; UShi"
"Cyrtonyx montezumae","Montezuma Quail","GALLIFORMES","Odontophoridae",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"CAM; hol; NAM; nea; US48"
"Patagioenas flavirostris","Red-billed Pigeon","COLUMBIFORMES","Columbidae",NA,NA,NA,NA,"",NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"CAM; hol; NAM; nea; US48"
