"scientific_name","common_name","order","family","status_AFR","status_ASI","status_AUS","status_CA","status_CAM","status_CAR","status_EUR","status_hol","status_MID","status_NAM","status_NaN","status_nea","status_oaq","status_oat","status_OCE","status_oin","status_opa","status_PAC","status_pal","status_SAM","status_TT","status_US48","status_USak","status_UShi","status_XX","regions"
"Egretta gularis","Western Reef-Heron","PELECANIFORMES","Ardeidae","","","Rare/Accidental","Rare/Accidental",NA,"Rare/Accidental","","","","Rare/Accidental",NA,"",NA,NA,"Rare/Accidental",NA,NA,NA,"","","Rare/Accidental","Rare/Accidental",NA,NA,"","AFR; ASI; AUS; CA; CAR; EUR; hol; MID; NAM; nea; OCE; pal; SAM; TT; US48; XX"
"Butorides virescens","Green Heron","PELECANIFORMES","Ardeidae","Rare/Accidental",NA,NA,"","","","Rare/Accidental","",NA,"","","Rare/Accidental",NA,NA,"",NA,NA,"","Rare/Accidental","","","","Rare/Accidental","Rare/Accidental","","AFR; CA; CAM; CAR; EUR; hol; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi; XX"
"Ardea ibis","Western Cattle-Egret","PELECANIFORMES","Ardeidae","","","","Rare/Accidental","","","","","","","","Rare/Accidental",NA,NA,"",NA,NA,"","","","","","Rare/Accidental","Introduced species","","AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi; XX"
"Ardea coromanda","Eastern Cattle-Egret","PELECANIFORMES","Ardeidae","Rare/Accidental","","",NA,NA,NA,NA,"Rare/Accidental","Rare/Accidental","Rare/Accidental",NA,"Rare/Accidental",NA,NA,"",NA,NA,"","Rare/Accidental",NA,NA,NA,"Rare/Accidental",NA,"","AFR; ASI; AUS; hol; MID; NAM; nea; OCE; PAC; pal; USak; XX"
"Ardea alba","Great Egret","PELECANIFORMES","Ardeidae","","","","","","","","","","","","",NA,NA,"",NA,NA,"","","","","","Rare/Accidental","Rare/Accidental","Rare/Accidental","AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi; XX"
"Ardea brachyrhyncha","Yellow-billed Egret","PELECANIFORMES","Ardeidae","","",NA,NA,NA,NA,"Rare/Accidental","","Rare/Accidental","Rare/Accidental",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"Rare/Accidental",NA,NA,"Rare/Accidental","Rare/Accidental","Rare/Accidental",NA,"AFR; ASI; EUR; hol; MID; NAM; nea; pal; US48; USak; UShi"
"Ardea intermedia","Medium Egret","PELECANIFORMES","Ardeidae","Rare/Accidental","","",NA,NA,NA,"Uncertain origin","Rare/Accidental","","Rare/Accidental",NA,"Rare/Accidental",NA,NA,"",NA,NA,"","Uncertain origin",NA,NA,NA,"Rare/Accidental",NA,"","AFR; ASI; AUS; EUR; hol; MID; NAM; nea; OCE; PAC; pal; USak; XX"
"Ardea cinerea","Gray Heron","PELECANIFORMES","Ardeidae","","","","Rare/Accidental",NA,"","","","","Rare/Accidental",NA,"Rare/Accidental",NA,NA,"",NA,NA,"","","Rare/Accidental","Rare/Accidental","Rare/Accidental","Rare/Accidental","Rare/Accidental","","AFR; ASI; AUS; CA; CAR; EUR; hol; MID; NAM; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi; XX"
"Ardea herodias","Great Blue Heron","PELECANIFORMES","Ardeidae","Rare/Accidental","Rare/Accidental",NA,"","","","Rare/Accidental","",NA,"","","Rare/Accidental",NA,NA,"",NA,NA,"","Rare/Accidental","","","","","Rare/Accidental","","AFR; ASI; CA; CAM; CAR; EUR; hol; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi; XX"
"Pandion haliaetus","Osprey","ACCIPITRIFORMES","Pandionidae","","","","","","","","","","","","Rare/Accidental",NA,NA,"",NA,NA,"","","","","","","Rare/Accidental","","AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi; XX"
"Pernis ptilorhynchus","Oriental Honey-buzzard","ACCIPITRIFORMES","Accipitridae","","","Rare/Accidental",NA,NA,NA,"","","","Rare/Accidental",NA,"Rare/Accidental",NA,NA,"Rare/Accidental",NA,NA,NA,"",NA,NA,NA,"Rare/Accidental",NA,NA,"AFR; ASI; AUS; EUR; hol; MID; NAM; nea; OCE; pal; USak"
"Elanoides forficatus","Swallow-tailed Kite","ACCIPITRIFORMES","Accipitridae","Rare/Accidental",NA,NA,"Rare/Accidental","","","Rare/Accidental","",NA,"","Rare/Accidental","",NA,NA,NA,NA,NA,NA,"Rare/Accidental","","","",NA,NA,NA,"AFR; CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; TT; US48"
"Aquila chrysaetos","Golden Eagle","ACCIPITRIFORMES","Accipitridae","","",NA,"","",NA,"","","","",NA,"",NA,NA,"",NA,NA,"","",NA,NA,"","","Rare/Accidental",NA,"AFR; ASI; CA; CAM; EUR; hol; MID; NAM; nea; OCE; PAC; pal; US48; USak; UShi"
"Accipiter nisus","Eurasian Sparrowhawk","ACCIPITRIFORMES","Accipitridae","","",NA,NA,NA,NA,"","","","Rare/Accidental",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Rare/Accidental",NA,NA,"AFR; ASI; EUR; hol; MID; NAM; nea; pal; USak"
"Astur gentilis","Eurasian Goshawk","ACCIPITRIFORMES","Accipitridae","","",NA,"Rare/Accidental",NA,NA,"","","","Rare/Accidental",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Rare/Accidental",NA,NA,"AFR; ASI; CA; EUR; hol; MID; NAM; nea; pal; USak"
"Circus aeruginosus","Western Marsh Harrier","ACCIPITRIFORMES","Accipitridae","","",NA,NA,NA,"","","","","Rare/Accidental",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"",NA,NA,"Rare/Accidental",NA,NA,NA,"AFR; ASI; CAR; EUR; hol; MID; NAM; nea; pal; US48"
"Circus cyaneus","Hen Harrier","ACCIPITRIFORMES","Accipitridae","","",NA,NA,NA,NA,"","","","Rare/Accidental",NA,"Rare/Accidental",NA,NA,"",NA,NA,NA,"",NA,NA,NA,"Rare/Accidental",NA,NA,"AFR; ASI; EUR; hol; MID; NAM; nea; OCE; pal; USak"
"Milvus migrans","Black Kite","ACCIPITRIFORMES","Accipitridae","","","","Uncertain origin",NA,"Rare/Accidental","","","","Rare/Accidental",NA,"Rare/Accidental",NA,NA,"",NA,NA,"Rare/Accidental","","Rare/Accidental","Rare/Accidental",NA,"Rare/Accidental","Rare/Accidental",NA,"AFR; ASI; AUS; CA; CAR; EUR; hol; MID; NAM; nea; OCE; PAC; pal; SAM; TT; USak; UShi"
"Haliaeetus albicilla","White-tailed Eagle","ACCIPITRIFORMES","Accipitridae","","",NA,NA,NA,NA,"","","","",NA,"",NA,NA,NA,NA,NA,"Rare/Accidental","",NA,NA,"Rare/Accidental","Rare/Accidental","Rare/Accidental",NA,"AFR; ASI; EUR; hol; MID; NAM; nea; PAC; pal; US48; USak; UShi"
"Buteo lagopus","Rough-legged Hawk","ACCIPITRIFORMES","Accipitridae","","",NA,"","","Rare/Accidental","","","","",NA,"Rare/Accidental",NA,NA,"Rare/Accidental",NA,NA,"Rare/Accidental","",NA,NA,"","","Rare/Accidental",NA,"AFR; ASI; CA; CAM; CAR; EUR; hol; MID; NAM; nea; OCE; PAC; pal; US48; USak; UShi"
"Buteo rufinus","Long-legged Buzzard","ACCIPITRIFORMES","Accipitridae","","",NA,NA,NA,NA,"","","","Rare/Accidental",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Rare/Accidental",NA,NA,"AFR; ASI; EUR; hol; MID; NAM; nea; pal; USak"
"Bubo scandiacus","Snowy Owl","STRIGIFORMES","Strigidae","Uncertain origin Vulnerable","Vulnerable",NA,"Vulnerable",NA,"Rare/Accidental Vulnerable","Vulnerable","Vulnerable","Rare/Accidental Vulnerable","Vulnerable",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,"Vulnerable",NA,NA,"Vulnerable","Vulnerable","Rare/Accidental Vulnerable","Vulnerable","AFR; ASI; CA; CAR; EUR; hol; MID; NAM; nea; pal; US48; USak; UShi; XX"
"Asio otus","Long-eared Owl","STRIGIFORMES","Strigidae","","",NA,"","","Rare/Accidental","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"","Rare/Accidental",NA,NA,"AFR; ASI; CA; CAM; CAR; EUR; hol; MID; NAM; nea; pal; US48; USak"
"Asio flammeus","Short-eared Owl","STRIGIFORMES","Strigidae","","",NA,"","","","","","","",NA,"Rare/Accidental",NA,NA,"",NA,NA,"","","","Rare/Accidental","","","","","AFR; ASI; CA; CAM; CAR; EUR; hol; MID; NAM; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi; XX"
"Upupa epops","Eurasian Hoopoe","BUCEROTIFORMES","Upupidae","","","Rare/Accidental",NA,NA,NA,"","","","",NA,"",NA,NA,"Rare/Accidental",NA,NA,"Rare/Accidental","",NA,NA,NA,"Rare/Accidental",NA,"Rare/Accidental","AFR; ASI; AUS; EUR; hol; MID; NAM; nea; OCE; PAC; pal; USak; XX"
"Megaceryle alcyon","Belted Kingfisher","CORACIIFORMES","Alcedinidae","Rare/Accidental",NA,NA,"","","","Rare/Accidental","",NA,"","","Rare/Accidental",NA,NA,"",NA,NA,"","Rare/Accidental","","","","","Rare/Accidental",NA,"AFR; CA; CAM; CAR; EUR; hol; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi"
"Jynx torquilla","Eurasian Wryneck","PICIFORMES","Picidae","","",NA,NA,NA,NA,"","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"Rare/Accidental","Rare/Accidental",NA,NA,"AFR; ASI; EUR; hol; MID; NAM; nea; pal; US48; USak"
"Dendrocopos major","Great Spotted Woodpecker","PICIFORMES","Picidae","","",NA,NA,NA,NA,"","","","Rare/Accidental",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Rare/Accidental",NA,NA,"AFR; ASI; EUR; hol; MID; NAM; nea; pal; USak"
"Falco tinnunculus","Eurasian Kestrel","FALCONIFORMES","Falconidae","","",NA,"Rare/Accidental",NA,"Rare/Accidental","","","","",NA,"Rare/Accidental",NA,NA,"",NA,NA,"","","","Rare/Accidental","Rare/Accidental","Rare/Accidental",NA,"","AFR; ASI; CA; CAR; EUR; hol; MID; NAM; nea; OCE; PAC; pal; SAM; TT; US48; USak; XX"
"Falco vespertinus","Red-footed Falcon","FALCONIFORMES","Falconidae","Vulnerable","Vulnerable",NA,NA,NA,NA,"Vulnerable","Vulnerable","Vulnerable","Rare/Accidental Vulnerable",NA,"Rare/Accidental Vulnerable",NA,NA,NA,NA,NA,NA,"Vulnerable",NA,NA,"Rare/Accidental Vulnerable",NA,NA,NA,"AFR; ASI; EUR; hol; MID; NAM; nea; pal; US48"
"Falco columbarius","Merlin","FALCONIFORMES","Falconidae","","",NA,"","","","","","","","","Rare/Accidental",NA,NA,"Rare/Accidental",NA,NA,"Rare/Accidental","","","","","","Rare/Accidental","","AFR; ASI; CA; CAM; CAR; EUR; hol; MID; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi; XX"
"Falco subbuteo","Eurasian Hobby","FALCONIFORMES","Falconidae","","","Rare/Accidental",NA,NA,NA,"","","","",NA,"",NA,NA,"Rare/Accidental",NA,NA,NA,"","Rare/Accidental",NA,NA,"Rare/Accidental",NA,"","AFR; ASI; AUS; EUR; hol; MID; NAM; nea; OCE; pal; SAM; USak; XX"
"Falco rusticolus","Gyrfalcon","FALCONIFORMES","Falconidae","Rare/Accidental","",NA,"","Rare/Accidental","Rare/Accidental","","","Rare/Accidental","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"","AFR; ASI; CA; CAM; CAR; EUR; hol; MID; NAM; nea; pal; US48; USak; XX"
"Falco peregrinus","Peregrine Falcon","FALCONIFORMES","Falconidae","","","","","","","","","","","","",NA,NA,"",NA,NA,"","","","","","","","","AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi; XX"
"Psittacula krameri","Rose-ringed Parakeet","PSITTACIFORMES","Psittaculidae","","","Introduced species",NA,NA,"Introduced species","Introduced species","Introduced species","Introduced species","Introduced species","Introduced species","Introduced species",NA,NA,"Introduced species",NA,NA,"Introduced species","Introduced species","Introduced species",NA,"Introduced species",NA,"Introduced species",NA,"AFR; ASI; AUS; CAR; EUR; hol; MID; NAM; NaN; nea; OCE; PAC; pal; SAM; US48; UShi"
"Agapornis roseicollis","Rosy-faced Lovebird","PSITTACIFORMES","Psittaculidae","",NA,NA,NA,NA,NA,NA,"Introduced species",NA,"Introduced species",NA,"Introduced species",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Introduced species",NA,NA,NA,"AFR; hol; NAM; nea; US48"
"Myiopsitta monachus","Monk Parakeet","PSITTACIFORMES","Psittacidae","Rare/Accidental",NA,NA,NA,"Introduced species","Introduced species","Introduced species","","Introduced species","Introduced species",NA,"Introduced species",NA,NA,NA,NA,NA,NA,"Rare/Accidental","",NA,"Introduced species",NA,NA,NA,"AFR; CAM; CAR; EUR; hol; MID; NAM; nea; pal; SAM; US48"
"Aratinga nenday","Nanday Parakeet","PSITTACIFORMES","Psittacidae","Introduced species",NA,NA,NA,NA,"Introduced species",NA,"Introduced species","Introduced species","Introduced species",NA,"Introduced species",NA,NA,NA,NA,NA,NA,"Introduced species","",NA,"Introduced species",NA,NA,NA,"AFR; CAR; hol; MID; NAM; nea; pal; SAM; US48"
"Vireo flavifrons","Yellow-throated Vireo","PASSERIFORMES","Vireonidae","Rare/Accidental",NA,NA,"","","","Rare/Accidental","",NA,"","Rare/Accidental","",NA,NA,NA,NA,NA,NA,"Rare/Accidental","","Rare/Accidental","",NA,NA,NA,"AFR; CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; TT; US48"
"Vireo olivaceus","Red-eyed Vireo","PASSERIFORMES","Vireonidae","",NA,NA,"","","","Rare/Accidental","",NA,"","","Rare/Accidental",NA,NA,"",NA,NA,"","Rare/Accidental","","","","Rare/Accidental",NA,NA,"AFR; CA; CAM; CAR; EUR; hol; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak"
"Lanius collurio","Red-backed Shrike","PASSERIFORMES","Laniidae","","",NA,"Rare/Accidental",NA,NA,"","","","Rare/Accidental",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Rare/Accidental",NA,NA,"AFR; ASI; CA; EUR; hol; MID; NAM; nea; pal; USak"
"Coloeus monedula","Eurasian Jackdaw","PASSERIFORMES","Corvidae","","",NA,"Rare/Accidental",NA,NA,"","","","",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"",NA,NA,"Rare/Accidental",NA,NA,NA,"AFR; ASI; CA; EUR; hol; MID; NAM; nea; pal; US48"
"Corvus splendens","House Crow","PASSERIFORMES","Corvidae","","","",NA,NA,NA,"Rare/Accidental","","","Rare/Accidental","Uncertain origin","Rare/Accidental",NA,NA,"",NA,NA,NA,"","Uncertain origin",NA,"Introduced species",NA,NA,NA,"AFR; ASI; AUS; EUR; hol; MID; NAM; NaN; nea; OCE; pal; SAM; US48"
"Corvus cornix","Hooded Crow","PASSERIFORMES","Corvidae","","",NA,NA,NA,NA,"","","","Rare/Accidental",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"",NA,NA,"Uncertain origin",NA,NA,NA,"AFR; ASI; EUR; hol; MID; NAM; nea; pal; US48"
"Corvus corax","Common Raven","PASSERIFORMES","Corvidae","","",NA,"","","Rare/Accidental","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"","","Rare/Accidental",NA,"AFR; ASI; CA; CAM; CAR; EUR; hol; MID; NAM; nea; pal; US48; USak; UShi"
"Parus major","Great Tit","PASSERIFORMES","Paridae","","",NA,NA,NA,NA,"","","","Uncertain origin",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Uncertain origin",NA,NA,NA,"AFR; ASI; EUR; hol; MID; NAM; pal; US48"
"Alauda arvensis","Eurasian Skylark","PASSERIFORMES","Alaudidae","","","","",NA,"Extirpated","","","","",NA,"",NA,NA,"Introduced species",NA,NA,"","",NA,NA,"","","Introduced species","","AFR; ASI; AUS; CA; CAR; EUR; hol; MID; NAM; nea; OCE; PAC; pal; US48; USak; UShi; XX"
"Eremophila alpestris","Horned Lark","PASSERIFORMES","Alaudidae","","",NA,"","","Rare/Accidental","","","","",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,"AFR; ASI; CA; CAM; CAR; EUR; hol; MID; NAM; nea; pal; SAM; US48; USak"
"Arundinax aedon","Thick-billed Warbler","PASSERIFORMES","Acrocephalidae","Rare/Accidental","",NA,NA,NA,NA,"Rare/Accidental","","Rare/Accidental","Rare/Accidental",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Rare/Accidental",NA,NA,"AFR; ASI; EUR; hol; MID; NAM; nea; pal; USak"
"Hippolais icterina","Icterine Warbler","PASSERIFORMES","Acrocephalidae","","",NA,NA,NA,NA,"","","","Rare/Accidental",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Rare/Accidental",NA,NA,"AFR; ASI; EUR; hol; MID; NAM; nea; pal; USak"
"Acrocephalus schoenobaenus","Sedge Warbler","PASSERIFORMES","Acrocephalidae","","",NA,NA,NA,NA,"","","","Rare/Accidental",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Rare/Accidental",NA,NA,"AFR; ASI; EUR; hol; MID; NAM; nea; pal; USak"
"Acrocephalus dumetorum","Blyth's Reed Warbler","PASSERIFORMES","Acrocephalidae","","",NA,NA,NA,NA,"","","","Rare/Accidental",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Rare/Accidental",NA,NA,"AFR; ASI; EUR; hol; MID; NAM; nea; pal; USak"
"Helopsaltes certhiola","Pallas's Grasshopper Warbler","PASSERIFORMES","Locustellidae","","","Rare/Accidental",NA,NA,NA,"Rare/Accidental","","Rare/Accidental","Rare/Accidental",NA,"Rare/Accidental",NA,NA,"Rare/Accidental",NA,NA,NA,"",NA,NA,NA,"Rare/Accidental",NA,NA,"AFR; ASI; AUS; EUR; hol; MID; NAM; nea; OCE; pal; USak"
"Locustella fluviatilis","River Warbler","PASSERIFORMES","Locustellidae","","",NA,NA,NA,NA,"","","","Rare/Accidental",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Rare/Accidental",NA,NA,"AFR; ASI; EUR; hol; MID; NAM; nea; pal; USak"
"Riparia riparia","Bank Swallow","PASSERIFORMES","Hirundinidae","","","","","","","","","","","","",NA,NA,"",NA,NA,"","","","","","",NA,"","AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; XX"
"Hirundo rustica","Barn Swallow","PASSERIFORMES","Hirundinidae","","","","","","","","","","","","Rare/Accidental",NA,NA,"",NA,NA,"","","","","","","Rare/Accidental","","AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi; XX"
"Delichon urbicum","Western House-Martin","PASSERIFORMES","Hirundinidae","","",NA,"Rare/Accidental",NA,"Rare/Accidental","","","","Rare/Accidental",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","AFR; ASI; CA; CAR; EUR; hol; MID; NAM; nea; pal; XX"
"Petrochelidon pyrrhonota","Cliff Swallow","PASSERIFORMES","Hirundinidae","Rare/Accidental","",NA,"","","","Rare/Accidental","",NA,"","","Rare/Accidental",NA,NA,"",NA,NA,"","","","","","","Rare/Accidental","","AFR; ASI; CA; CAM; CAR; EUR; hol; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi; XX"
"Pycnonotus jocosus","Red-whiskered Bulbul","PASSERIFORMES","Pycnonotidae","","","",NA,NA,NA,NA,"","Introduced species","Introduced species",NA,NA,NA,NA,"",NA,NA,"","Rare/Accidental",NA,NA,"Introduced species",NA,"Introduced species",NA,"AFR; ASI; AUS; hol; MID; NAM; OCE; PAC; pal; US48; UShi"
"Phylloscopus sibilatrix","Wood Warbler","PASSERIFORMES","Phylloscopidae","","",NA,NA,NA,NA,"","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"Rare/Accidental","Rare/Accidental",NA,NA,"AFR; ASI; EUR; hol; MID; NAM; nea; pal; US48; USak"
"Phylloscopus inornatus","Yellow-browed Warbler","PASSERIFORMES","Phylloscopidae","","","Rare/Accidental","Rare/Accidental","Rare/Accidental",NA,"Rare/Accidental","","","Rare/Accidental",NA,"Rare/Accidental",NA,NA,"Rare/Accidental",NA,NA,NA,"",NA,NA,"Rare/Accidental","Rare/Accidental",NA,NA,"AFR; ASI; AUS; CA; CAM; EUR; hol; MID; NAM; nea; OCE; pal; US48; USak"
"Phylloscopus proregulus","Pallas's Leaf Warbler","PASSERIFORMES","Phylloscopidae","","",NA,NA,NA,NA,"Rare/Accidental","","","Rare/Accidental",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Rare/Accidental",NA,NA,"AFR; ASI; EUR; hol; MID; NAM; nea; pal; USak"
"Phylloscopus fuscatus","Dusky Warbler","PASSERIFORMES","Phylloscopidae","","","Rare/Accidental",NA,"",NA,"","","Rare/Accidental","Rare/Accidental",NA,"",NA,NA,"Rare/Accidental",NA,NA,NA,"",NA,NA,"Rare/Accidental","Rare/Accidental",NA,NA,"AFR; ASI; AUS; CAM; EUR; hol; MID; NAM; nea; OCE; pal; US48; USak"
"Phylloscopus trochilus","Willow Warbler","PASSERIFORMES","Phylloscopidae","","","Rare/Accidental",NA,NA,NA,"","","","",NA,"Rare/Accidental",NA,NA,"Rare/Accidental",NA,NA,NA,"",NA,NA,"Rare/Accidental","Rare/Accidental",NA,NA,"AFR; ASI; AUS; EUR; hol; MID; NAM; nea; OCE; pal; US48; USak"
"Phylloscopus collybita","Common Chiffchaff","PASSERIFORMES","Phylloscopidae","","",NA,NA,NA,NA,"","","","Rare/Accidental",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Rare/Accidental",NA,NA,"AFR; ASI; EUR; hol; MID; NAM; nea; pal; USak"
"Curruca curruca","Lesser Whitethroat","PASSERIFORMES","Sylviidae","","",NA,NA,NA,NA,"","","","Rare/Accidental",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Rare/Accidental",NA,"","AFR; ASI; EUR; hol; MID; NAM; nea; pal; USak; XX"
"Sturnus vulgaris","European Starling","PASSERIFORMES","Sturnidae","","","Introduced species","Introduced species","Introduced species","Introduced species","","","","Introduced species","Introduced species","Rare/Accidental",NA,NA,"Introduced species",NA,NA,"","","Introduced species",NA,"Introduced species","Introduced species","Introduced species","Introduced species","AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; NaN; nea; OCE; PAC; pal; SAM; US48; USak; UShi; XX"
"Acridotheres tristis","Common Myna","PASSERIFORMES","Sturnidae","","","","Uncertain origin",NA,"Introduced species",NA,"","","Introduced species",NA,"Introduced species",NA,NA,"","",NA,"","Rare/Accidental",NA,NA,"Introduced species",NA,"Introduced species",NA,"AFR; ASI; AUS; CA; CAR; hol; MID; NAM; nea; OCE; oin; PAC; pal; US48; UShi"
"Mimus polyglottos","Northern Mockingbird","PASSERIFORMES","Mimidae","Uncertain origin",NA,NA,"","","","Rare/Accidental","",NA,"",NA,"",NA,NA,"Rare/Accidental",NA,NA,"Rare/Accidental","Rare/Accidental",NA,NA,"","Rare/Accidental","Introduced species","","AFR; CA; CAM; CAR; EUR; hol; NAM; nea; OCE; PAC; pal; US48; USak; UShi; XX"
"Hylocichla mustelina","Wood Thrush","PASSERIFORMES","Turdidae","Rare/Accidental",NA,NA,"","","","Rare/Accidental","",NA,"","Rare/Accidental","",NA,NA,NA,NA,NA,NA,"Rare/Accidental","",NA,"","Rare/Accidental",NA,NA,"AFR; CA; CAM; CAR; EUR; hol; NAM; NaN; nea; pal; SAM; US48; USak"
"Turdus viscivorus","Mistle Thrush","PASSERIFORMES","Turdidae","","",NA,"Rare/Accidental",NA,NA,"","","","Rare/Accidental",NA,"Rare/Accidental",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"AFR; ASI; CA; EUR; hol; MID; NAM; nea; pal"
"Turdus philomelos","Song Thrush","PASSERIFORMES","Turdidae","","","","Rare/Accidental",NA,NA,"","","","Rare/Accidental",NA,"Rare/Accidental",NA,NA,"",NA,NA,NA,"",NA,NA,"Rare/Accidental","Rare/Accidental",NA,"Rare/Accidental","AFR; ASI; AUS; CA; EUR; hol; MID; NAM; nea; OCE; pal; US48; USak; XX"
"Turdus iliacus","Redwing","PASSERIFORMES","Turdidae","Near-threatened","Near-threatened",NA,"Rare/Accidental Near-threatened",NA,NA,"Near-threatened","Near-threatened","Near-threatened","Near-threatened",NA,"Near-threatened",NA,NA,NA,NA,NA,NA,"Near-threatened","Rare/Accidental Near-threatened",NA,"Rare/Accidental Near-threatened","Rare/Accidental Near-threatened",NA,NA,"AFR; ASI; CA; EUR; hol; MID; NAM; nea; pal; SAM; US48; USak"
"Turdus merula","Eurasian Blackbird","PASSERIFORMES","Turdidae","","","","Rare/Accidental",NA,NA,"","","","",NA,"Rare/Accidental",NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"AFR; ASI; AUS; CA; EUR; hol; MID; NAM; nea; OCE; pal"
"Turdus obscurus","Eyebrowed Thrush","PASSERIFORMES","Turdidae","Rare/Accidental","","Rare/Accidental",NA,NA,NA,"Rare/Accidental","","Rare/Accidental","",NA,"",NA,NA,"",NA,NA,"","",NA,NA,"Rare/Accidental","Rare/Accidental","Rare/Accidental",NA,"AFR; ASI; AUS; EUR; hol; MID; NAM; nea; OCE; PAC; pal; US48; USak; UShi"
"Turdus pilaris","Fieldfare","PASSERIFORMES","Turdidae","","",NA,"Rare/Accidental",NA,NA,"","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"Rare/Accidental","Rare/Accidental",NA,NA,"AFR; ASI; CA; EUR; hol; MID; NAM; nea; pal; US48; USak"
