common_name,scientific_name,status,order,family,region
Red-legged Partridge,Alectoris rufa,Extirpated Near-threatened,GALLIFORMES,Phasianidae,nea
Chukar,Alectoris chukar,Introduced species,GALLIFORMES,Phasianidae,nea
Erckel's Spurfowl,Pternistis erckelii,Introduced species,GALLIFORMES,Phasianidae,nea
Rock Pigeon,Columba livia,Introduced species,COLUMBIFORMES,Columbidae,nea
Common Wood-Pigeon,Columba palumbus,Uncertain origin,COLUMBIFORMES,Columbidae,nea
Pale-vented Pigeon,Patagioenas cayennensis,,COLUMBIFORMES,Columbidae,nea
Scaled Pigeon,Patagioenas speciosa,,COLUMBIFORMES,Columbidae,nea
Scaly-naped Pigeon,Patagioenas squamosa,,COLUMBIFORMES,Columbidae,nea
Bare-eyed Pigeon,Patagioenas corensis,Uncertain origin,COLUMBIFORMES,Columbidae,nea
White-crowned Pigeon,Patagioenas leucocephala,Near-threatened,COLUMBIFORMES,Columbidae,nea
Red-billed Pigeon,Patagioenas flavirostris,,COLUMBIFORMES,Columbidae,nea
Plain Pigeon,Patagioenas inornata,Near-threatened,COLUMBIFORMES,Columbidae,nea
Band-tailed Pigeon,Patagioenas fasciata,,COLUMBIFORMES,Columbidae,nea
Ring-tailed Pigeon,Patagioenas caribaea,Vulnerable,COLUMBIFORMES,Columbidae,nea
Plumbeous Pigeon,Patagioenas plumbea,,COLUMBIFORMES,Columbidae,nea
Ruddy Pigeon,Patagioenas subvinacea,,COLUMBIFORMES,Columbidae,nea
Short-billed Pigeon,Patagioenas nigrirostris,,COLUMBIFORMES,Columbidae,nea
Dusky Pigeon,Patagioenas goodsoni,,COLUMBIFORMES,Columbidae,nea
Passenger Pigeon,Ectopistes migratorius,Extinct,COLUMBIFORMES,Columbidae,nea
European Turtle-Dove,Streptopelia turtur,Vulnerable,COLUMBIFORMES,Columbidae,nea
Oriental Turtle-Dove,Streptopelia orientalis,,COLUMBIFORMES,Columbidae,nea
Eurasian Collared-Dove,Streptopelia decaocto,Introduced species,COLUMBIFORMES,Columbidae,nea
African Collared-Dove,Streptopelia roseogrisea,Introduced species,COLUMBIFORMES,Columbidae,nea
Spotted Dove,Spilopelia chinensis,Introduced species,COLUMBIFORMES,Columbidae,nea
Laughing Dove,Spilopelia senegalensis,Extirpated,COLUMBIFORMES,Columbidae,nea
Zebra Dove,Geopelia striata,Introduced species,COLUMBIFORMES,Columbidae,nea
Inca Dove,Columbina inca,,COLUMBIFORMES,Columbidae,nea
Common Ground Dove,Columbina passerina,,COLUMBIFORMES,Columbidae,nea
Plain-breasted Ground Dove,Columbina minuta,,COLUMBIFORMES,Columbidae,nea
Ruddy Ground Dove,Columbina talpacoti,,COLUMBIFORMES,Columbidae,nea
Blue Ground Dove,Claravis pretiosa,,COLUMBIFORMES,Columbidae,nea
Maroon-chested Ground Dove,Paraclaravis mondetoura,,COLUMBIFORMES,Columbidae,nea
Blue-headed Quail-Dove,Starnoenas cyanocephala,Endangered,COLUMBIFORMES,Columbidae,nea
Crested Quail-Dove,Geotrygon versicolor,Near-threatened,COLUMBIFORMES,Columbidae,nea
Ruddy Quail-Dove,Geotrygon montana,,COLUMBIFORMES,Columbidae,nea
Violaceous Quail-Dove,Geotrygon violacea,,COLUMBIFORMES,Columbidae,nea
Gray-fronted Quail-Dove,Geotrygon caniceps,Vulnerable,COLUMBIFORMES,Columbidae,nea
White-fronted Quail-Dove,Geotrygon leucometopia,Endangered,COLUMBIFORMES,Columbidae,nea
Key West Quail-Dove,Geotrygon chrysia,,COLUMBIFORMES,Columbidae,nea
Bridled Quail-Dove,Geotrygon mystacea,,COLUMBIFORMES,Columbidae,nea
Olive-backed Quail-Dove,Leptotrygon veraguensis,,COLUMBIFORMES,Columbidae,nea
White-tipped Dove,Leptotila verreauxi,,COLUMBIFORMES,Columbidae,nea
Caribbean Dove,Leptotila jamaicensis,,COLUMBIFORMES,Columbidae,nea
Gray-chested Dove,Leptotila cassinii,,COLUMBIFORMES,Columbidae,nea
Gray-headed Dove,Leptotila plumbeiceps,,COLUMBIFORMES,Columbidae,nea
Gray-fronted Dove,Leptotila rufaxilla,,COLUMBIFORMES,Columbidae,nea
Grenada Dove,Leptotila wellsi,Critically endangered,COLUMBIFORMES,Columbidae,nea
Tuxtla Quail-Dove,Zentrygon carrikeri,Endangered,COLUMBIFORMES,Columbidae,nea
Buff-fronted Quail-Dove,Zentrygon costaricensis,,COLUMBIFORMES,Columbidae,nea
Purplish-backed Quail-Dove,Zentrygon lawrencii,,COLUMBIFORMES,Columbidae,nea
White-faced Quail-Dove,Zentrygon albifacies,,COLUMBIFORMES,Columbidae,nea
Chiriqui Quail-Dove,Zentrygon chiriquensis,,COLUMBIFORMES,Columbidae,nea
Russet-crowned Quail-Dove,Zentrygon goldmani,Near-threatened,COLUMBIFORMES,Columbidae,nea
White-winged Dove,Zenaida asiatica,Rare/Accidental,COLUMBIFORMES,Columbidae,nea
Zenaida Dove,Zenaida aurita,,COLUMBIFORMES,Columbidae,nea
Eared Dove,Zenaida auriculata,,COLUMBIFORMES,Columbidae,nea
Mourning Dove,Zenaida macroura,Rare/Accidental,COLUMBIFORMES,Columbidae,nea
Socorro Dove,Zenaida graysoni,Extinct in the wild,COLUMBIFORMES,Columbidae,nea
Pied Imperial-Pigeon,Ducula bicolor,Introduced species,COLUMBIFORMES,Columbidae,nea
Chestnut-bellied Sandgrouse,Pterocles exustus,Introduced species,PTEROCLIFORMES,Pteroclidae,nea
Greater Ani,Crotophaga major,,CUCULIFORMES,Cuculidae,nea
Smooth-billed Ani,Crotophaga ani,,CUCULIFORMES,Cuculidae,nea
Groove-billed Ani,Crotophaga sulcirostris,,CUCULIFORMES,Cuculidae,nea
Striped Cuckoo,Tapera naevia,,CUCULIFORMES,Cuculidae,nea
Pheasant Cuckoo,Dromococcyx phasianellus,,CUCULIFORMES,Cuculidae,nea
Lesser Ground-Cuckoo,Morococcyx erythropygus,,CUCULIFORMES,Cuculidae,nea
Lesser Roadrunner,Geococcyx velox,,CUCULIFORMES,Cuculidae,nea
Greater Roadrunner,Geococcyx californianus,,CUCULIFORMES,Cuculidae,nea
Rufous-vented Ground-Cuckoo,Neomorphus geoffroyi,,CUCULIFORMES,Cuculidae,nea
Little Cuckoo,Coccycua minuta,,CUCULIFORMES,Cuculidae,nea
Dwarf Cuckoo,Coccycua pumila,,CUCULIFORMES,Cuculidae,nea
Squirrel Cuckoo,Piaya cayana,,CUCULIFORMES,Cuculidae,nea
Dark-billed Cuckoo,Coccyzus melacoryphus,Rare/Accidental,CUCULIFORMES,Cuculidae,nea
Yellow-billed Cuckoo,Coccyzus americanus,Rare/Accidental,CUCULIFORMES,Cuculidae,nea
Pearly-breasted Cuckoo,Coccyzus euleri,,CUCULIFORMES,Cuculidae,nea
Mangrove Cuckoo,Coccyzus minor,,CUCULIFORMES,Cuculidae,nea
Cocos Cuckoo,Coccyzus ferrugineus,Vulnerable,CUCULIFORMES,Cuculidae,nea
Black-billed Cuckoo,Coccyzus erythropthalmus,Rare/Accidental,CUCULIFORMES,Cuculidae,nea
Gray-capped Cuckoo,Coccyzus lansbergi,,CUCULIFORMES,Cuculidae,nea
Chestnut-bellied Cuckoo,Coccyzus pluvialis,,CUCULIFORMES,Cuculidae,nea
Bay-breasted Cuckoo,Coccyzus rufigularis,Endangered,CUCULIFORMES,Cuculidae,nea
Jamaican Lizard-Cuckoo,Coccyzus vetula,,CUCULIFORMES,Cuculidae,nea
Puerto Rican Lizard-Cuckoo,Coccyzus vieilloti,,CUCULIFORMES,Cuculidae,nea
Great Lizard-Cuckoo,Coccyzus merlini,,CUCULIFORMES,Cuculidae,nea
Hispaniolan Lizard-Cuckoo,Coccyzus longirostris,,CUCULIFORMES,Cuculidae,nea
Common Cuckoo,Cuculus canorus,Rare/Accidental,CUCULIFORMES,Cuculidae,nea
Oriental Cuckoo,Cuculus optatus,Rare/Accidental,CUCULIFORMES,Cuculidae,nea
Lesser Nighthawk,Chordeiles acutipennis,,CAPRIMULGIFORMES,Caprimulgidae,nea
Common Nighthawk,Chordeiles minor,Rare/Accidental,CAPRIMULGIFORMES,Caprimulgidae,nea
Antillean Nighthawk,Chordeiles gundlachii,,CAPRIMULGIFORMES,Caprimulgidae,nea
Short-tailed Nighthawk,Lurocalis semitorquatus,,CAPRIMULGIFORMES,Caprimulgidae,nea
Common Pauraque,Nyctidromus albicollis,,CAPRIMULGIFORMES,Caprimulgidae,nea
Spot-tailed Nightjar,Antiurus maculicaudus,,CAPRIMULGIFORMES,Caprimulgidae,nea
White-tailed Nightjar,Hydropsalis cayennensis,,CAPRIMULGIFORMES,Caprimulgidae,nea
Jamaican Pauraque,Siphonorhis americana,Critically endangered,CAPRIMULGIFORMES,Caprimulgidae,nea
Least Pauraque,Siphonorhis brewsteri,Near-threatened,CAPRIMULGIFORMES,Caprimulgidae,nea
Eared Poorwill,Nyctiphrynus mcleodii,,CAPRIMULGIFORMES,Caprimulgidae,nea
Yucatan Poorwill,Nyctiphrynus yucatanicus,,CAPRIMULGIFORMES,Caprimulgidae,nea
Ocellated Poorwill,Nyctiphrynus ocellatus,,CAPRIMULGIFORMES,Caprimulgidae,nea
Common Poorwill,Phalaenoptilus nuttallii,,CAPRIMULGIFORMES,Caprimulgidae,nea
Chuck-will's-widow,Antrostomus carolinensis,Near-threatened,CAPRIMULGIFORMES,Caprimulgidae,nea
Rufous Nightjar,Antrostomus rufus,,CAPRIMULGIFORMES,Caprimulgidae,nea
Cuban Nightjar,Antrostomus cubanensis,,CAPRIMULGIFORMES,Caprimulgidae,nea
Hispaniolan Nightjar,Antrostomus ekmani,,CAPRIMULGIFORMES,Caprimulgidae,nea
Tawny-collared Nightjar,Antrostomus salvini,,CAPRIMULGIFORMES,Caprimulgidae,nea
Yucatan Nightjar,Antrostomus badius,,CAPRIMULGIFORMES,Caprimulgidae,nea
Buff-collared Nightjar,Antrostomus ridgwayi,,CAPRIMULGIFORMES,Caprimulgidae,nea
Eastern Whip-poor-will,Antrostomus vociferus,Near-threatened,CAPRIMULGIFORMES,Caprimulgidae,nea
Dusky Nightjar,Antrostomus saturatus,,CAPRIMULGIFORMES,Caprimulgidae,nea
Mexican Whip-poor-will,Antrostomus arizonae,,CAPRIMULGIFORMES,Caprimulgidae,nea
Puerto Rican Nightjar,Antrostomus noctitherus,Vulnerable,CAPRIMULGIFORMES,Caprimulgidae,nea
Gray Nightjar,Caprimulgus jotaka,Rare/Accidental,CAPRIMULGIFORMES,Caprimulgidae,nea
Great Potoo,Nyctibius grandis,,NYCTIBIIFORMES,Nyctibiidae,nea
Common Potoo,Nyctibius griseus,,NYCTIBIIFORMES,Nyctibiidae,nea
Northern Potoo,Nyctibius jamaicensis,,NYCTIBIIFORMES,Nyctibiidae,nea
Oilbird,Steatornis caripensis,,STEATORNITHIFORMES,Steatornithidae,nea
Black Swift,Cypseloides niger,Vulnerable,APODIFORMES,Apodidae,nea
White-fronted Swift,Cypseloides storeri,Data deficient,APODIFORMES,Apodidae,nea
White-chinned Swift,Cypseloides cryptus,,APODIFORMES,Apodidae,nea
Spot-fronted Swift,Cypseloides cherriei,,APODIFORMES,Apodidae,nea
Chestnut-collared Swift,Streptoprocne rutila,,APODIFORMES,Apodidae,nea
White-collared Swift,Streptoprocne zonaris,,APODIFORMES,Apodidae,nea
White-naped Swift,Streptoprocne semicollaris,,APODIFORMES,Apodidae,nea
Gray-rumped Swift,Chaetura cinereiventris,,APODIFORMES,Apodidae,nea
Band-rumped Swift,Chaetura spinicaudus,,APODIFORMES,Apodidae,nea
Costa Rican Swift,Chaetura fumosa,,APODIFORMES,Apodidae,nea
Lesser Antillean Swift,Chaetura martinica,,APODIFORMES,Apodidae,nea
Chimney Swift,Chaetura pelagica,Rare/Accidental Vulnerable,APODIFORMES,Apodidae,nea
Vaux's Swift,Chaetura vauxi,,APODIFORMES,Apodidae,nea
Chapman's Swift,Chaetura chapmani,,APODIFORMES,Apodidae,nea
Sick's Swift,Chaetura meridionalis,Rare/Accidental,APODIFORMES,Apodidae,nea
Short-tailed Swift,Chaetura brachyura,,APODIFORMES,Apodidae,nea
White-throated Needletail,Hirundapus caudacutus,,APODIFORMES,Apodidae,nea
Mariana Swiftlet,Aerodramus bartschi,Vulnerable,APODIFORMES,Apodidae,nea
White-nest Swiftlet,Aerodramus fuciphagus,,APODIFORMES,Apodidae,nea
Alpine Swift,Tachymarptis melba,,APODIFORMES,Apodidae,nea
Common Swift,Apus apus,Rare/Accidental,APODIFORMES,Apodidae,nea
Pacific Swift,Apus pacificus,,APODIFORMES,Apodidae,nea
Little Swift,Apus affinis,Rare/Accidental,APODIFORMES,Apodidae,nea
House Swift,Apus nipalensis,Rare/Accidental,APODIFORMES,Apodidae,nea
White-throated Swift,Aeronautes saxatalis,,APODIFORMES,Apodidae,nea
Lesser Swallow-tailed Swift,Panyptila cayennensis,,APODIFORMES,Apodidae,nea
Great Swallow-tailed Swift,Panyptila sanctihieronymi,,APODIFORMES,Apodidae,nea
Antillean Palm Swift,Tachornis phoenicobia,,APODIFORMES,Apodidae,nea
White-necked Jacobin,Florisuga mellivora,,APODIFORMES,Trochilidae,nea
White-tipped Sicklebill,Eutoxeres aquila,,APODIFORMES,Trochilidae,nea
Bronzy Hermit,Glaucis aeneus,,APODIFORMES,Trochilidae,nea
Rufous-breasted Hermit,Glaucis hirsutus,,APODIFORMES,Trochilidae,nea
Band-tailed Barbthroat,Threnetes ruckeri,,APODIFORMES,Trochilidae,nea
White-whiskered Hermit,Phaethornis yaruqui,Rare/Accidental,APODIFORMES,Trochilidae,nea
Green Hermit,Phaethornis guy,,APODIFORMES,Trochilidae,nea
Long-billed Hermit,Phaethornis longirostris,,APODIFORMES,Trochilidae,nea
Mexican Hermit,Phaethornis mexicanus,,APODIFORMES,Trochilidae,nea
Pale-bellied Hermit,Phaethornis anthophilus,,APODIFORMES,Trochilidae,nea
Stripe-throated Hermit,Phaethornis striigularis,,APODIFORMES,Trochilidae,nea
Green-fronted Lancebill,Doryfera ludovicae,,APODIFORMES,Trochilidae,nea
Brown Violetear,Colibri delphinae,,APODIFORMES,Trochilidae,nea
Mexican Violetear,Colibri thalassinus,,APODIFORMES,Trochilidae,nea
Lesser Violetear,Colibri cyanotus,,APODIFORMES,Trochilidae,nea
Tooth-billed Hummingbird,Androdon aequatorialis,,APODIFORMES,Trochilidae,nea
Purple-crowned Fairy,Heliothryx barroti,,APODIFORMES,Trochilidae,nea
