"","sort.v2024","species_code","Clements.v2024b.change","text.for.website.v2024b","category","English.name","scientific.name","range","order","family","extinct","extinct.year","sort_v2023","canada_ak_conus"
"1566",32316,"pinsis",NA,NA,"species","Pine Siskin","Spinus pinus",NA,"Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",NA,NA,32073,TRUE
"1567",32323,"blcsis1",NA,NA,"species","Black-capped Siskin","Spinus atriceps","coniferous forest of southern Mexico (Chiapas) and western Guatemala","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",NA,NA,32080,FALSE
"1568",32330,"lesgol",NA,NA,"species","Lesser Goldfinch","Spinus psaltria",NA,"Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",NA,NA,32087,TRUE
"1569",32337,"lawgol",NA,NA,"species","Lawrence's Goldfinch","Spinus lawrencei","southern California and northwestern Baja; winters to Texas and northern Sonora","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",NA,NA,32094,TRUE
"1570",32338,"amegfi",NA,NA,"species","American Goldfinch","Spinus tristis",NA,"Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",NA,NA,32095,TRUE
"1571",32358,"hoosis1",NA,NA,"species","Hooded Siskin","Spinus magellanicus",NA,"Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",NA,NA,32115,FALSE
"1572",32378,"blcsis2",NA,NA,"species","Black-chinned Siskin","Spinus barbatus","central Chile and southern Argentina to Tierra del Fuego and Falkland Islands","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",NA,NA,32133,FALSE
"1573",32380,"spinus1",NA,NA,"spuh","Spinus sp.","Spinus sp.",NA,"Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",NA,NA,32134,FALSE
"1574",32381,"y00631",NA,NA,"spuh","Acanthis/Spinus sp.","Acanthis/Spinus sp.",NA,"Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",NA,NA,32135,FALSE
"1575",32382,"finch1",NA,NA,"spuh","finch sp.","Fringillidae sp.",NA,"Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",NA,NA,32136,FALSE
"1576",32383,"calcar1",NA,NA,"family","Longspurs and Snow Buntings","Calcariidae",NA,"Passeriformes","Calcariidae (Longspurs and Snow Buntings)",NA,NA,32137,FALSE
"1577",32384,"laplon","subspecies revised",NA,"species","Lapland Longspur","Calcarius lapponicus",NA,"Passeriformes","Calcariidae (Longspurs and Snow Buntings)",NA,NA,32138,TRUE
"1578",32388,"chclon",NA,NA,"species","Chestnut-collared Longspur","Calcarius ornatus","prairies of central North America; winters southwestern USA to northern Mexico","Passeriformes","Calcariidae (Longspurs and Snow Buntings)",NA,NA,32142,TRUE
"1579",32389,"smilon",NA,NA,"species","Smith's Longspur","Calcarius pictus","breeds Alaska and western Canada; winters in south-central USA","Passeriformes","Calcariidae (Longspurs and Snow Buntings)",NA,NA,32143,TRUE
"1580",32390,"mcclon",NA,NA,"species","Thick-billed Longspur","Rhynchophanes mccownii","breeds western Canada to northwestern USA; winters to northwestern Mexico","Passeriformes","Calcariidae (Longspurs and Snow Buntings)",NA,NA,32144,TRUE
"1581",32391,"longsp1",NA,NA,"spuh","longspur sp.","Calcarius/Rhynchophanes sp.",NA,"Passeriformes","Calcariidae (Longspurs and Snow Buntings)",NA,NA,32145,FALSE
"1582",32392,"snobun",NA,NA,"species","Snow Bunting","Plectrophenax nivalis",NA,"Passeriformes","Calcariidae (Longspurs and Snow Buntings)",NA,NA,32146,TRUE
"1583",32398,"mckbun",NA,NA,"species","McKay's Bunting","Plectrophenax hyperboreus","islands in Bering Sea; winters to coastal Alaska and Aleutian Islands","Passeriformes","Calcariidae (Longspurs and Snow Buntings)",NA,NA,32152,TRUE
"1584",32402,"rottan2",NA,NA,"species","Rosy Thrush-Tanager","Rhodinocichla rosea",NA,"Passeriformes","Rhodinocichlidae (Thrush-Tanager)",NA,NA,32156,FALSE
"1585",32451,"yellow2",NA,NA,"species","Yellowhammer","Emberiza citrinella",NA,"Passeriformes","Emberizidae (Old World Buntings)",NA,NA,32204,FALSE
"1586",32474,"gobbun1",NA,NA,"species","Golden-breasted Bunting","Emberiza flaviventris",NA,"Passeriformes","Emberizidae (Old World Buntings)",NA,NA,32227,FALSE
"1587",32524,"reebun",NA,NA,"species","Reed Bunting","Emberiza schoeniclus",NA,"Passeriformes","Emberizidae (Old World Buntings)",NA,NA,32277,FALSE
"1588",32562,"emberi1",NA,NA,"spuh","Emberiza sp.","Emberiza sp.",NA,"Passeriformes","Emberizidae (Old World Buntings)",NA,NA,32315,FALSE
"1589",32585,"cobtan1",NA,NA,"species","Common Chlorospingus","Chlorospingus flavopectus",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32338,FALSE
"1590",32624,"tumspa1",NA,NA,"species","Tumbes Sparrow","Rhynchospiza stolzmanni","arid littoral of southwestern Ecuador and northwestern Peru","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32377,FALSE
"1591",32626,"stcspa3",NA,NA,"species","Chaco Sparrow","Rhynchospiza strigiceps","breeds in north-central Argentina (Salta and Chaco southward to La Rioja, San Luis, Córdoba, and Buenos Aires); partially migratory, wintering to southeastern Bolivia, western Paraguay, and northeastern Argentina (Corrientes and Entre Ríos)","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32379,FALSE
"1592",32628,"ruwspa",NA,NA,"species","Rufous-winged Sparrow","Peucaea carpalis",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32381,TRUE
"1593",32633,"sthspa1",NA,NA,"species","Stripe-headed Sparrow","Peucaea ruficauda",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32386,FALSE
"1594",32640,"blcspa1",NA,NA,"species","Black-chested Sparrow","Peucaea humeralis","arid highlands of southwestern Mexico (Jalisco to western Oaxaca)","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32392,FALSE
"1595",32642,"botspa",NA,NA,"species","Botteri's Sparrow","Peucaea botterii",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32394,TRUE
"1596",32654,"casspa",NA,NA,"species","Cassin's Sparrow","Peucaea cassinii","arid southwestern USA and adjacent northern Mexico; winters to central Mexico","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32406,TRUE
"1597",32656,"bacspa",NA,NA,"species","Bachman's Sparrow","Peucaea aestivalis",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32408,TRUE
"1598",32661,"graspa",NA,NA,"species","Grasshopper Sparrow","Ammodramus savannarum",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32413,TRUE
"1599",32673,"graspa1",NA,NA,"species","Grassland Sparrow","Ammodramus humeralis",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32425,FALSE
"1600",32684,"olispa",NA,NA,"species","Olive Sparrow","Arremonops rufivirgatus",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32436,TRUE
"1601",32700,"blsspa1",NA,NA,"species","Black-striped Sparrow","Arremonops conirostris",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32452,FALSE
"1602",32708,"chispa",NA,NA,"species","Chipping Sparrow","Spizella passerina",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32460,TRUE
"1603",32714,"clcspa",NA,NA,"species","Clay-colored Sparrow","Spizella pallida","breeds western Canada and USA; winters to Guatemala","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32466,TRUE
"1604",32716,"bkcspa","subspecies revised",NA,"species","Black-chinned Sparrow","Spizella atrogularis",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32468,TRUE
"1605",32720,"fiespa",NA,NA,"species","Field Sparrow","Spizella pusilla",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32473,TRUE
"1606",32725,"brespa",NA,NA,"species","Brewer's Sparrow","Spizella breweri",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32478,TRUE
"1607",32732,"spizel1",NA,NA,"spuh","Spizella sp.","Spizella sp.",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32485,FALSE
"1608",32733,"fisspa",NA,NA,"species","Five-striped Sparrow","Amphispizopsis quinquestriata",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32486,FALSE
"1609",32736,"bktspa",NA,NA,"species","Black-throated Sparrow","Amphispiza bilineata",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32489,TRUE
"1610",32747,"larspa",NA,NA,"species","Lark Sparrow","Chondestes grammacus",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32500,TRUE
"1611",32750,"larbun",NA,NA,"species","Lark Bunting","Calamospiza melanocorys","breeds western Canada and western USA; winters to northern Mexico","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32503,TRUE
"1612",32779,"bkcspa1","split; range","Polytypic Black-capped Sparrow Arremon abeillei is split into monotypic Black-capped Sparrow Arremon abeillei and monotypic Marañon Sparrow Arremon nigriceps; range changed from ""arid scrub of west-central Ecuador (Manabí) to northwestern Peru (Cajamarca)"" to ""dry deciduous forest and scrub of lowlands and hills on Pacific slope from Manabí in west-central Ecuador southward to Cajamarca in northwestern Peru""","species","Black-capped Sparrow","Arremon abeillei","dry deciduous forest and scrub of lowlands and hills on Pacific slope from Manabí in west-central Ecuador southward to Cajamarca in northwestern Peru","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32533,FALSE
"1613",32793,"sabspa1",NA,NA,"species","Saffron-billed Sparrow","Arremon flavirostris",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32547,FALSE
"1614",32813,"amtspa",NA,NA,"species","American Tree Sparrow","Spizelloides arborea",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32567,TRUE
"1615",32817,"foxspa",NA,NA,"species","Fox Sparrow","Passerella iliaca",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32571,TRUE
"1616",32827,"foxspa8",NA,NA,"subspecies",NA,"Passerella iliaca fulva","Oregon east of Cascades to northeastern California (Modoc); winters to northern Baja California","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32581,FALSE
"1617",32831,"foxspa12",NA,NA,"subspecies",NA,"Passerella iliaca monoensis","Mono Lake area of east-central California and adjacent Nevada; winters to northwestern Baja California","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32585,FALSE
"1618",32834,"foxspa14",NA,NA,"subspecies",NA,"Passerella iliaca olivacea","mountains of southwestern British Columbia to central and eastern Washington; winters to northern Baja California","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32588,FALSE
"1619",32835,"foxspa15",NA,NA,"subspecies",NA,"Passerella iliaca schistacea","southwestern British Columbia and southwestern Alberta to northern Nevada; winters to western Texas","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32589,FALSE
"1620",32836,"foxspa16",NA,NA,"subspecies",NA,"Passerella iliaca swarthi","mountains of northwestern Utah and southeastern Idaho","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32590,FALSE
"1621",32839,"foxspa18",NA,NA,"subspecies",NA,"Passerella iliaca zaboria","northwestern Alaska to southwestern Canada; winters east of Great Plains to central and southern USA","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32593,FALSE
"1622",32842,"daejun",NA,NA,"species","Dark-eyed Junco","Junco hyemalis",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32595,TRUE
"1623",32845,"daejun9",NA,NA,"subspecies",NA,"Junco hyemalis hyemalis","northern Alaska and Yukon to north-central USA; winters to northern Mexico","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32598,TRUE
"1624",32846,"daejun10",NA,NA,"subspecies",NA,"Junco hyemalis carolinensis","Appalachian Mountains to northern Georgia","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32599,FALSE
"1625",32849,"daejun11",NA,NA,"subspecies",NA,"Junco hyemalis oreganus","coastal southeastern Alaska to central British Columbia; winters to central California","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32602,TRUE
"1626",32850,"daejun12",NA,NA,"subspecies",NA,"Junco hyemalis montanus","interior British Columbia and southwestern Alberta to eastern Oregon, western Montana, and central Idaho","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32603,FALSE
"1627",32851,"daejun13",NA,NA,"subspecies",NA,"Junco hyemalis shufeldti","west slopes of coastal mountains from southwestern British Columbia to western Oregon","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32604,FALSE
"1628",32852,"daejun14",NA,NA,"subspecies",NA,"Junco hyemalis thurberi","western USA; breeds from southern Oregon southward to southern California, and eastward to western Nevada; winters from Oregon southward to northern Mexico (northern Baja California) and eastward to Arizona and southwestern New Mexico","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32605,FALSE
"1629",32853,"daejun15",NA,NA,"subspecies",NA,"Junco hyemalis pinosus","coastal ranges of California (San Francisco to southern Monterey County)","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32606,FALSE
"1630",32854,"daejun16",NA,NA,"subspecies",NA,"Junco hyemalis pontilis","mountains of northern Baja California (Sierra Juárez)","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32607,FALSE
"1631",32855,"daejun17",NA,NA,"subspecies",NA,"Junco hyemalis townsendi","mountains of northern Baja California (San Pedro Mártir)","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32608,FALSE
"1632",32856,"pisjun",NA,NA,"group (monotypic)","Dark-eyed Junco (Pink-sided)","Junco hyemalis mearnsi","southeastern Alberta, southwestern Saskatchewan to eastern Idaho, Montana, and northeastern Wyoming","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32609,TRUE
"1633",32858,"whwjun",NA,NA,"group (monotypic)","Dark-eyed Junco (White-winged)","Junco hyemalis aikeni","southeastern Montana to western South Dakota, northeastern Wyoming, and northwestern Nebraska","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32611,TRUE
"1634",32860,"gyhjun",NA,NA,"group (monotypic)","Dark-eyed Junco (Gray-headed)","Junco hyemalis caniceps","western USA; breeds in mountains from southern Idaho eastward to Wyoming, southward to southeastern California, eastern Nevada, and northern Arizona and New Mexico; winters from Utah and Colorado southward to northern Mexico and eastward to southwestern Texas","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32613,TRUE
"1635",32863,"rebjun1",NA,NA,"group (monotypic)","Dark-eyed Junco (Red-backed)","Junco hyemalis dorsalis","mountains of New Mexico, northern Arizona, and far western Texas","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32616,FALSE
"1636",32866,"yeejun",NA,NA,"species","Yellow-eyed Junco","Junco phaeonotus",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32619,TRUE
"1637",32876,"rucspa1",NA,NA,"species","Rufous-collared Sparrow","Zonotrichia capensis",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32629,FALSE
"1638",32905,"whcspa",NA,NA,"species","White-crowned Sparrow","Zonotrichia leucophrys",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32658,TRUE
"1639",32914,"gocspa",NA,NA,"species","Golden-crowned Sparrow","Zonotrichia atricapilla","breeds Alaska and western Canada; winters to Sonora and Baja California","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32667,TRUE
"1640",32916,"harspa",NA,NA,"species","Harris's Sparrow","Zonotrichia querula","breeds north-central Canada; winters to southern USA","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32669,TRUE
"1641",32919,"whtspa",NA,NA,"species","White-throated Sparrow","Zonotrichia albicollis","breeds northern North America; winters to southern USA and northern Mexico","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32672,TRUE
"1642",32924,"zonotr1",NA,NA,"spuh","Zonotrichia sp.","Zonotrichia sp.",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32677,FALSE
"1643",32925,"sagspa1",NA,NA,"species","Sagebrush Sparrow","Artemisiospiza nevadensis","sagebrush and saltbush of Great Basin","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32678,TRUE
"1644",32926,"belspa2",NA,NA,"species","Bell's Sparrow","Artemisiospiza belli",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32679,TRUE
"1645",32928,"belspa3",NA,NA,"group (monotypic)","Bell's Sparrow (canescens)","Artemisiospiza belli canescens","interior south-central California","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32681,FALSE
"1646",32935,"vesspa",NA,NA,"species","Vesper Sparrow","Pooecetes gramineus",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32688,TRUE
"1647",32939,"lecspa",NA,NA,"species","LeConte's Sparrow","Ammospiza leconteii","prairies of central North America; winters to Gulf States","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32692,TRUE
"1648",32940,"seaspa",NA,NA,"species","Seaside Sparrow","Ammospiza maritima",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32693,TRUE
"1649",32946,"seaspa5",NA,NA,"subspecies",NA,"Ammospiza maritima fisheri","marshes of Gulf Coast (San Antonio Bay to Alabama)","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32699,FALSE
"1650",32949,"cssspa1",NA,NA,"group (monotypic)","Seaside Sparrow (Cape Sable)","Ammospiza maritima mirabilis","marshes of southwestern Florida (Everglades to Cape Sable)","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32702,FALSE
"1651",32950,"nstspa",NA,NA,"species","Nelson's Sparrow","Ammospiza nelsoni",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32703,TRUE
"1652",32952,"nelspa1",NA,NA,"subspecies",NA,"Ammospiza nelsoni nelsoni","western North America (southern Canada to northern USA; winters to northwestern Mexico)","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32705,FALSE
"1653",32954,"nstspa2",NA,NA,"group (monotypic)","Nelson's Sparrow (Atlantic Coast)","Ammospiza nelsoni subvirgata","southern Quebec to Nova Scotia and eastern Maine; winters South Carolina to northern Florida","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32707,FALSE
"1654",32956,"sstspa",NA,NA,"species","Saltmarsh Sparrow","Ammospiza caudacuta",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32709,TRUE
"1655",32962,"savspa",NA,NA,"species","Savannah Sparrow","Passerculus sandwichensis",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32715,TRUE
"1656",32988,"baispa",NA,NA,"species","Baird's Sparrow","Centronyx bairdii","Great Plains of North America; winters to southwestern USA and northern Mexico","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32741,TRUE
"1657",32990,"henspa",NA,NA,"species","Henslow's Sparrow","Centronyx henslowii",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32743,TRUE
"1658",32995,"sonspa",NA,NA,"species","Song Sparrow","Melospiza melodia",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32748,TRUE
"1659",33028,"linspa",NA,NA,"species","Lincoln's Sparrow","Melospiza lincolnii",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32781,TRUE
"1660",33033,"swaspa",NA,NA,"species","Swamp Sparrow","Melospiza georgiana",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32786,TRUE
"1661",33040,"zapspa1",NA,NA,"species","Zapata Sparrow","Torreornis inexpectata",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32793,FALSE
"1662",33044,"rcgspa1",NA,NA,"species","Rusty-crowned Ground-Sparrow","Melozone kieneri",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32797,FALSE
"1663",33048,"cantow",NA,NA,"species","Canyon Towhee","Melozone fusca",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32801,TRUE
"1664",33049,"cantow1",NA,NA,"subspecies",NA,"Melozone fusca mesoleuca","Arizona and New Mexico to western Texas, Sonora, and northwestern Chihuahua","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32802,FALSE
"1665",33059,"whttow1",NA,NA,"species","White-throated Towhee","Melozone albicollis",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32812,FALSE
"1666",33062,"abetow",NA,NA,"species","Abert's Towhee","Melozone aberti",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32815,TRUE
"1667",33068,"caltow","subspecies revised",NA,"species","California Towhee","Melozone crissalis",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32821,TRUE
"1668",33071,"caltow3",NA,NA,"subspecies",NA,"Melozone crissalis petulans","coastal northern California (Humboldt County to Santa Cruz County)","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32824,FALSE
"1669",33072,"caltow4","subspecies deleted; range","Synonymize bullata, carolae, and eremophila into Melozone crissalis crissalis and modify range of crissalis accordingly; range changed from ""coastal central California (northern Monterey to Kern and Ventura counties)"" to ""semiarid southwestern Oregon to coastal central, interior, and east-central California""","subspecies",NA,"Melozone crissalis crissalis","semiarid southwestern Oregon to coastal central, interior, and east-central California","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32825,FALSE
"1670",33078,"wegspa1",NA,NA,"species","White-eared Ground-Sparrow","Melozone leucotis",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32830,FALSE
"1671",33083,"pregrs1",NA,NA,"species","White-faced Ground-Sparrow","Melozone biarcuata","highlands of southern Mexico (Chiapas) Guatemala, El Salvador, and western Honduras","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32835,FALSE
"1672",33085,"russpa1",NA,NA,"species","Rusty Sparrow","Aimophila rufescens",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32837,FALSE
"1673",33093,"rucspa",NA,NA,"species","Rufous-crowned Sparrow","Aimophila ruficeps",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32845,TRUE
"1674",33106,"oaxspa1",NA,NA,"species","Oaxaca Sparrow","Aimophila notosticta","arid highlands of southern Mexico (central Oaxaca)","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32858,FALSE
"1675",33107,"gnttow",NA,NA,"species","Green-tailed Towhee","Pipilo chlorurus","highlands of western USA; winters to central Mexico","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32859,TRUE
"1676",33108,"spotow",NA,NA,"species","Spotted Towhee","Pipilo maculatus",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32860,TRUE
"1677",33110,"spotow6",NA,NA,"subspecies",NA,"Pipilo maculatus oregonus","coastal southwestern British Columbia to southwestern Oregon; winters to southern California","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32862,FALSE
"1678",33111,"spotow7",NA,NA,"subspecies",NA,"Pipilo maculatus falcifer","coastal northern California (Del Norte to Santa Cruz and San Benito counties)","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32863,FALSE
"1679",33112,"spotow8",NA,NA,"subspecies",NA,"Pipilo maculatus megalonyx","coastal southern California (Monterey) to northwestern Baja California and Santa Cruz Island","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32864,FALSE
"1680",33117,"spotow5",NA,NA,"group (monotypic)","Spotted Towhee (arcticus)","Pipilo maculatus arcticus","Great Plains of North America to southwestern USA; winters to northeastern Mexico","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32869,FALSE
"1681",33119,"spotow13",NA,NA,"subspecies",NA,"Pipilo maculatus curtatus","southeastern British Columbia to northeastern California, Nevada, and Idaho; winters to southeastern California","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32871,FALSE
"1682",33121,"spotow15",NA,NA,"subspecies",NA,"Pipilo maculatus montanus","southwestern USA to northwestern Mexico; winters to northern Mexico","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32873,FALSE
"1683",33130,"spotow24",NA,NA,"subspecies",NA,"Pipilo maculatus repetens","mountains of southern Mexico (southeastern Chiapas) and western Guatemala","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32882,FALSE
"1684",33136,"eastow",NA,NA,"species","Eastern Towhee","Pipilo erythrophthalmus",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32888,TRUE
"1685",33146,"coltow1",NA,NA,"species","Collared Towhee","Pipilo ocai",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32898,FALSE
"1686",33157,"wnbfin1",NA,NA,"species","White-naped Brushfinch","Atlapetes albinucha",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32909,FALSE
"1687",33180,"obbfin1",NA,NA,"species","Ochre-breasted Brushfinch","Atlapetes semirufus",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32932,FALSE
"1688",33221,"phbfin1",NA,NA,"species","Pale-headed Brushfinch","Atlapetes pallidiceps","arid Andes of southwestern Ecuador (Azuay)","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32975,FALSE
"1689",33239,"ysbfin1",NA,NA,"species","Yellow-striped Brushfinch","Atlapetes citrinellus","Andes of northwestern Argentina","Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32993,FALSE
"1690",33241,"sparro1",NA,NA,"spuh","new world sparrow sp.","Passerellidae sp.",NA,"Passeriformes","Passerellidae (New World Sparrows)",NA,NA,32995,FALSE
"1691",33274,"yehwar1",NA,NA,"species","Yellow-headed Warbler","Teretistris fernandinae","forest undergrowth of western Cuba including Isla de la Juventud (Isle of Pines; south of western Cuba) and Cayo Cantiles","Passeriformes","Teretistridae (Cuban Warblers)",NA,NA,33028,FALSE
"1692",33275,"oriwar1",NA,NA,"species","Oriente Warbler","Teretistris fornsi",NA,"Passeriformes","Teretistridae (Cuban Warblers)",NA,NA,33029,FALSE
"1693",33281,"yebcha",NA,NA,"species","Yellow-breasted Chat","Icteria virens",NA,"Passeriformes","Icteriidae (Yellow-breasted Chat)",NA,NA,33035,TRUE
"1694",33285,"yehbla",NA,NA,"species","Yellow-headed Blackbird","Xanthocephalus xanthocephalus","southern Canada to northern Baja California and southern USA; winters to central Mexico","Passeriformes","Icteridae (Troupials and Allies)",NA,NA,33039,TRUE
"1695",33286,"boboli",NA,NA,"species","Bobolink","Dolichonyx oryzivorus","grassland and meadows of North America; winters to southern South America","Passeriformes","Icteridae (Troupials and Allies)",NA,NA,33040,TRUE
"1696",33287,"wesmea",NA,NA,"species","Western Meadowlark","Sturnella neglecta",NA,"Passeriformes","Icteridae (Troupials and Allies)",NA,NA,33041,TRUE
"1697",33290,"easmea",NA,NA,"species","Eastern Meadowlark","Sturnella magna",NA,"Passeriformes","Icteridae (Troupials and Allies)",NA,NA,33044,TRUE
"1698",33308,"meadow",NA,NA,"slash","Western/Eastern Meadowlark","Sturnella neglecta/magna",NA,"Passeriformes","Icteridae (Troupials and Allies)",NA,NA,33062,FALSE
"1699",33309,"lilmea2",NA,NA,"species","Chihuahuan Meadowlark","Sturnella lilianae",NA,"Passeriformes","Icteridae (Troupials and Allies)",NA,NA,33063,TRUE
"1700",33315,"stumea1",NA,NA,"spuh","Sturnella meadowlark sp.","Sturnella sp.",NA,"Passeriformes","Icteridae (Troupials and Allies)",NA,NA,33069,TRUE
"1701",33316,"rebbla1",NA,NA,"species","Red-breasted Meadowlark","Leistes militaris","southwestern Costa Rica to Trinidad and the Guianas, Amazonian Brazil, and northwestern Bolivia","Passeriformes","Icteridae (Troupials and Allies)",NA,NA,33070,FALSE
"1702",33317,"whbbla2",NA,NA,"species","White-browed Meadowlark","Leistes superciliaris","far southeastern Peru to Paraguay, Uruguay, northern Argentina, and Brazil","Passeriformes","Icteridae (Troupials and Allies)",NA,NA,33071,FALSE
